"gene_id"	"bp_length"	"symbol"
"533"	"ENSG00000036549.12"	9008	ZZZ3
"534"	"ENSG00000036565.14"	3910	SLC18A1
"535"	"ENSG00000036672.15"	4538	USP2
"536"	"ENSG00000036828.14"	5011	CASR
"537"	"ENSG00000037042.8"	2772	TUBG2
"538"	"ENSG00000037241.7"	1164	RPL26L1
"539"	"ENSG00000037280.15"	8852	FLT4
"540"	"ENSG00000037474.14"	5506	NSUN2
"541"	"ENSG00000037637.10"	8984	FBXO42
"542"	"ENSG00000037749.11"	4792	MFAP3
"543"	"ENSG00000037757.13"	3456	MRI1
"544"	"ENSG00000037897.16"	2621	METTL1
"545"	"ENSG00000037965.5"	1889	HOXC8
"546"	"ENSG00000038002.8"	2675	AGA
"547"	"ENSG00000038210.12"	3540	PI4K2B
"548"	"ENSG00000038219.12"	15860	BOD1L1
"549"	"ENSG00000038274.16"	5153	MAT2B
"550"	"ENSG00000038295.7"	7522	TLL1
"551"	"ENSG00000038358.14"	6173	EDC4
"552"	"ENSG00000038382.17"	17500	TRIO
"553"	"ENSG00000038427.15"	14831	VCAN
"554"	"ENSG00000038532.14"	12387	CLEC16A
"555"	"ENSG00000038945.14"	7812	MSR1
"556"	"ENSG00000039068.18"	6177	CDH1
"557"	"ENSG00000039123.15"	6578	SKIV2L2
"558"	"ENSG00000039139.9"	16475	DNAH5
"559"	"ENSG00000039319.16"	11461	ZFYVE16
"560"	"ENSG00000039523.18"	6729	FAM65A
"561"	"ENSG00000039537.13"	4739	C6
"562"	"ENSG00000039560.13"	7687	RAI14
"563"	"ENSG00000039600.10"	3471	SOX30
"564"	"ENSG00000039650.10"	4635	PNKP
"565"	"ENSG00000039987.6"	2646	BEST2
"566"	"ENSG00000040199.18"	12493	PHLPP2
"567"	"ENSG00000040275.16"	4777	SPDL1
"568"	"ENSG00000040341.17"	8998	STAU2
"569"	"ENSG00000040487.12"	2686	PQLC2
"570"	"ENSG00000040531.14"	3398	CTNS
"571"	"ENSG00000040608.13"	3339	RTN4R
"572"	"ENSG00000040633.12"	2783	PHF23
"573"	"ENSG00000040731.10"	3660	CDH10
"574"	"ENSG00000040933.15"	13187	INPP4A
"575"	"ENSG00000041353.9"	7432	RAB27B
"576"	"ENSG00000041357.15"	6996	PSMA4
"577"	"ENSG00000041515.15"	9209	MYO16
"578"	"ENSG00000041802.10"	4818	LSG1
"579"	"ENSG00000041880.14"	2928	PARP3
"580"	"ENSG00000041982.15"	9636	TNC
"581"	"ENSG00000041988.15"	4072	THAP3
"582"	"ENSG00000042062.11"	6009	FAM65C
"583"	"ENSG00000042088.13"	6227	TDP1
"584"	"ENSG00000042286.14"	5135	AIFM2
"585"	"ENSG00000042304.10"	2087	C2orf83
"586"	"ENSG00000042317.16"	6872	SPATA7
"587"	"ENSG00000042429.10"	10773	MED17
"588"	"ENSG00000042445.13"	4005	RETSAT
"589"	"ENSG00000042493.15"	2607	CAPG
"590"	"ENSG00000042753.11"	1704	AP2S1
"591"	"ENSG00000042781.12"	20506	USH2A
"592"	"ENSG00000042813.7"	2643	ZPBP
"593"	"ENSG00000042832.11"	11132	TG
"594"	"ENSG00000042980.12"	9351	ADAM28
"595"	"ENSG00000043039.6"	3660	BARX2
"596"	"ENSG00000043093.13"	8412	DCUN1D1
"597"	"ENSG00000043143.20"	9877	JADE2
"598"	"ENSG00000043355.11"	3310	ZIC2
"599"	"ENSG00000043462.11"	7244	LCP2
"600"	"ENSG00000043514.15"	2663	TRIT1
"601"	"ENSG00000043591.5"	2853	ADRB1
"602"	"ENSG00000044012.3"	597	GUCA2B
"603"	"ENSG00000044090.8"	5628	CUL7
"604"	"ENSG00000044115.20"	8830	CTNNA1
"605"	"ENSG00000044446.11"	9029	PHKA2
"606"	"ENSG00000044459.14"	11064	CNTLN
"607"	"ENSG00000044524.10"	6674	EPHA3
"608"	"ENSG00000044574.7"	3908	HSPA5
"609"	"ENSG00000046604.12"	6190	DSG2
"610"	"ENSG00000046647.13"	2424	GEMIN8
"611"	"ENSG00000046651.14"	5172	OFD1
"612"	"ENSG00000046653.14"	5675	GPM6B
"613"	"ENSG00000046774.9"	1991	MAGEC2
"614"	"ENSG00000046889.18"	12058	PREX2
"615"	"ENSG00000047056.14"	5656	WDR37
"616"	"ENSG00000047188.15"	10816	YTHDC2
"617"	"ENSG00000047230.14"	5510	CTPS2
"618"	"ENSG00000047249.16"	5090	ATP6V1H
"619"	"ENSG00000047315.14"	5901	POLR2B
"620"	"ENSG00000047346.12"	9832	FAM214A
"621"	"ENSG00000047365.11"	12428	ARAP2
"622"	"ENSG00000047410.13"	12350	TPR
"623"	"ENSG00000047457.13"	7296	CP
"624"	"ENSG00000047578.12"	9784	KIAA0556
"625"	"ENSG00000047579.19"	3052	DTNBP1
"626"	"ENSG00000047597.5"	5206	XK
"627"	"ENSG00000047617.14"	6255	ANO2
"628"	"ENSG00000047621.11"	4939	C12orf4
"629"	"ENSG00000047634.14"	5497	SCML1
"630"	"ENSG00000047644.18"	7114	WWC3
"631"	"ENSG00000047648.21"	7885	ARHGAP6
"632"	"ENSG00000047662.4"	6622	FAM184B
"633"	"ENSG00000047849.21"	14943	MAP4
"634"	"ENSG00000047932.13"	4628	GOPC
"635"	"ENSG00000047936.10"	7856	ROS1
"636"	"ENSG00000048028.11"	5719	USP28
"637"	"ENSG00000048052.21"	16827	HDAC9
"638"	"ENSG00000048140.17"	5215	TSPAN17
"639"	"ENSG00000048162.20"	2862	NOP16
"640"	"ENSG00000048342.15"	7606	CC2D2A
"641"	"ENSG00000048392.11"	5548	RRM2B
"642"	"ENSG00000048405.9"	5793	ZNF800
"643"	"ENSG00000048462.10"	1118	TNFRSF17
"644"	"ENSG00000048471.13"	11298	SNX29
"645"	"ENSG00000048540.14"	10268	LMO3
"646"	"ENSG00000048544.5"	2110	MRPS10
"647"	"ENSG00000048545.13"	2341	GUCA1A
"648"	"ENSG00000048649.13"	15740	RSF1
"649"	"ENSG00000048707.13"	20023	VPS13D
"650"	"ENSG00000048740.18"	10978	CELF2
"651"	"ENSG00000048828.16"	7204	FAM120A
"652"	"ENSG00000048991.16"	7898	R3HDM1
"653"	"ENSG00000049089.13"	4151	COL9A2
"654"	"ENSG00000049130.13"	6040	KITLG
"655"	"ENSG00000049167.13"	4847	ERCC8
"656"	"ENSG00000049192.14"	8567	ADAMTS6
"657"	"ENSG00000049239.12"	9321	H6PD
"658"	"ENSG00000049245.12"	2760	VAMP3
"659"	"ENSG00000049246.14"	8099	PER3
"660"	"ENSG00000049247.13"	1791	UTS2
"661"	"ENSG00000049249.8"	6331	TNFRSF9
"662"	"ENSG00000049283.17"	4642	EPN3
"663"	"ENSG00000049323.15"	7329	LTBP1
"664"	"ENSG00000049449.8"	7225	c("RCN1", "DKFZp686K1684")
"665"	"ENSG00000049540.16"	6542	ELN
"666"	"ENSG00000049541.10"	2211	RFC2
"667"	"ENSG00000049618.22"	44058	ARID1B
"668"	"ENSG00000049656.13"	6557	CLPTM1L
"669"	"ENSG00000049759.17"	17455	NEDD4L
"670"	"ENSG00000049768.14"	2647	FOXP3
"671"	"ENSG00000049769.12"	4173	PPP1R3F
"672"	"ENSG00000049860.13"	5067	HEXB
"673"	"ENSG00000049883.14"	12115	PTCD2
"674"	"ENSG00000050030.13"	11757	KIAA2022
"675"	"ENSG00000050130.17"	4350	JKAMP
"676"	"ENSG00000050165.17"	5059	DKK3
"677"	"ENSG00000050327.14"	5818	c("ARHGEF5", "LOC102725117")
"678"	"ENSG00000050344.8"	4249	NFE2L3
"679"	"ENSG00000050393.11"	6057	MCUR1
"680"	"ENSG00000050405.13"	6317	LIMA1
"681"	"ENSG00000050426.15"	6032	LETMD1
"682"	"ENSG00000050438.16"	17980	SLC4A8
"683"	"ENSG00000050555.17"	7594	LAMC3
"684"	"ENSG00000050628.20"	9653	PTGER3
"685"	"ENSG00000050730.15"	3768	TNIP3
"686"	"ENSG00000050748.17"	8955	MAPK9
"687"	"ENSG00000050767.15"	3586	COL23A1
"688"	"ENSG00000050820.16"	9178	BCAR1
"689"	"ENSG00000051009.10"	4736	FAM160A2
"690"	"ENSG00000051108.14"	5155	HERPUD1
"691"	"ENSG00000051128.18"	3422	HOMER3
"692"	"ENSG00000051180.16"	3046	RAD51
"693"	"ENSG00000051341.13"	9400	POLQ
"694"	"ENSG00000051382.8"	7850	PIK3CB
"695"	"ENSG00000051523.10"	3357	CYBA
"696"	"ENSG00000051596.9"	3453	THOC3
"697"	"ENSG00000051620.10"	10356	HEBP2
"698"	"ENSG00000051825.14"	10304	MPHOSPH9
"699"	"ENSG00000052126.14"	12558	PLEKHA5
"700"	"ENSG00000052344.15"	3010	PRSS8
"701"	"ENSG00000052723.11"	5894	SIKE1
"702"	"ENSG00000052749.13"	8529	RRP12
"703"	"ENSG00000052795.12"	10868	FNIP2
"704"	"ENSG00000052802.12"	2892	MSMO1
"705"	"ENSG00000052841.14"	11284	TTC17
"706"	"ENSG00000052850.5"	5750	ALX4
"707"	"ENSG00000053108.16"	6734	FSTL4
"708"	"ENSG00000053254.15"	11033	FOXN3
"709"	"ENSG00000053328.8"	1774	METTL24
"710"	"ENSG00000053371.12"	1781	AKR7A2
"711"	"ENSG00000053372.4"	2822	MRTO4
"712"	"ENSG00000053438.8"	1297	NNAT
"713"	"ENSG00000053501.12"	2431	USE1
"714"	"ENSG00000053524.11"	20568	MCF2L2
"715"	"ENSG00000053702.14"	2803	NRIP2
"716"	"ENSG00000053747.15"	13522	LAMA3
"717"	"ENSG00000053770.11"	13034	AP5M1
"718"	"ENSG00000053900.10"	7494	ANAPC4
"719"	"ENSG00000053918.15"	3971	KCNQ1
"720"	"ENSG00000054116.11"	3527	TRAPPC3
"721"	"ENSG00000054118.13"	4736	THRAP3
"722"	"ENSG00000054148.17"	1612	PHPT1
"723"	"ENSG00000054179.11"	2633	ENTPD2
"724"	"ENSG00000054219.10"	8798	LY75
"725"	"ENSG00000054267.20"	11073	ARID4B
"726"	"ENSG00000054277.13"	3716	OPN3
"727"	"ENSG00000054282.15"	5322	SDCCAG8
"728"	"ENSG00000054356.13"	8261	PTPRN
"729"	"ENSG00000054392.12"	6641	HHAT
"730"	"ENSG00000054523.17"	17720	KIF1B
"731"	"ENSG00000054598.6"	3926	FOXC1
"732"	"ENSG00000054611.13"	5315	TBC1D22A
"733"	"ENSG00000054654.15"	31374	SYNE2
"734"	"ENSG00000054690.13"	10817	PLEKHH1
"735"	"ENSG00000054793.13"	8317	ATP9A
"736"	"ENSG00000054796.12"	1867	SPO11
"737"	"ENSG00000054803.3"	3024	CBLN4
"738"	"ENSG00000054938.15"	3135	CHRDL2
"739"	"ENSG00000054965.10"	7887	FAM168A
"740"	"ENSG00000054967.12"	6322	RELT
"741"	"ENSG00000054983.16"	6825	GALC
"742"	"ENSG00000055044.10"	3299	NOP58
"743"	"ENSG00000055070.16"	4747	SZRD1
"744"	"ENSG00000055118.14"	5877	KCNH2
"745"	"ENSG00000055130.15"	3548	CUL1
"746"	"ENSG00000055147.18"	6543	FAM114A2
"747"	"ENSG00000055163.19"	10498	CYFIP2
"748"	"ENSG00000055208.18"	6010	TAB2
"749"	"ENSG00000055211.12"	2248	GINM1
"750"	"ENSG00000055332.16"	10753	EIF2AK2
"751"	"ENSG00000055483.19"	9235	USP36
"752"	"ENSG00000055609.17"	20114	KMT2C
"753"	"ENSG00000055732.12"	6623	MCOLN3
"754"	"ENSG00000055813.5"	3982	CCDC85A
"755"	"ENSG00000055917.15"	6978	PUM2
"756"	"ENSG00000055950.16"	3573	MRPL43
"757"	"ENSG00000055955.15"	5462	ITIH4
"758"	"ENSG00000055957.10"	4544	ITIH1
"759"	"ENSG00000056050.6"	1436	HPF1
"760"	"ENSG00000056097.15"	6792	ZFR
"761"	"ENSG00000056277.15"	4634	ZNF280C
"762"	"ENSG00000056291.17"	2359	NPFFR2
"763"	"ENSG00000056487.15"	5753	PHF21B
"764"	"ENSG00000056558.10"	6449	TRAF1
"765"	"ENSG00000056586.15"	11545	RC3H2
"766"	"ENSG00000056736.9"	3038	IL17RB
"767"	"ENSG00000056972.18"	6553	TRAF3IP2
"768"	"ENSG00000056998.18"	3646	GYG2
"769"	"ENSG00000057019.15"	11274	DCBLD2
"770"	"ENSG00000057149.15"	1777	SERPINB3
"771"	"ENSG00000057252.12"	7005	SOAT1
"772"	"ENSG00000057294.14"	7043	PKP2
"773"	"ENSG00000057468.6"	3266	MSH4
"774"	"ENSG00000057593.13"	3795	F7
"775"	"ENSG00000057608.16"	4033	GDI2
"776"	"ENSG00000057657.15"	6369	PRDM1
"777"	"ENSG00000057663.13"	5546	ATG5
"778"	"ENSG00000057704.11"	6515	c("TMCC3", "MIR7844")
"779"	"ENSG00000057757.9"	2186	PITHD1
"780"	"ENSG00000057935.13"	10580	MTA3
"781"	"ENSG00000058056.8"	8440	USP13
"782"	"ENSG00000058063.15"	9196	ATP11B
"783"	"ENSG00000058085.14"	6543	LAMC2
"784"	"ENSG00000058091.16"	6841	CDK14
"785"	"ENSG00000058262.9"	4697	SEC61A1
"786"	"ENSG00000058272.16"	11815	PPP1R12A
"787"	"ENSG00000058335.15"	9929	RASGRF1
"788"	"ENSG00000058404.19"	8159	CAMK2B
"789"	"ENSG00000058453.16"	8871	CROCC
"790"	"ENSG00000058600.15"	9488	c("POLR3E", "LOC101060521")
"791"	"ENSG00000058668.14"	9721	ATP2B4
"792"	"ENSG00000058673.15"	9700	ZC3H11A
"793"	"ENSG00000058729.10"	5502	RIOK2
"794"	"ENSG00000058799.13"	2075	YIPF1
"795"	"ENSG00000058804.11"	5135	NDC1
"796"	"ENSG00000058866.14"	10978	DGKG
"797"	"ENSG00000059122.16"	8419	FLYWCH1
"798"	"ENSG00000059145.18"	7494	UNKL
"799"	"ENSG00000059377.15"	6271	TBXAS1
"800"	"ENSG00000059378.12"	6285	PARP12
"801"	"ENSG00000059573.8"	3766	ALDH18A1
"802"	"ENSG00000059588.9"	7743	TARBP1
"803"	"ENSG00000059691.11"	11757	GATB
"804"	"ENSG00000059728.10"	6351	MXD1
"805"	"ENSG00000059758.7"	6547	CDK17
"806"	"ENSG00000059769.19"	2586	DNAJC25
"807"	"ENSG00000059804.15"	6159	SLC2A3
"808"	"ENSG00000059915.16"	6338	PSD
"809"	"ENSG00000060069.16"	7415	CTDP1
"810"	"ENSG00000060138.12"	8610	YBX3
"811"	"ENSG00000060140.8"	3424	STYK1
"812"	"ENSG00000060237.16"	14370	WNK1
"813"	"ENSG00000060303.5"	408	NA
"814"	"ENSG00000060339.13"	6059	CCAR1
"815"	"ENSG00000060491.16"	4702	OGFR
"816"	"ENSG00000060558.3"	2613	GNA15
"817"	"ENSG00000060566.13"	2678	CREB3L3
"818"	"ENSG00000060642.10"	3382	PIGV
"819"	"ENSG00000060656.19"	6682	PTPRU
"820"	"ENSG00000060688.12"	3881	SNRNP40
"821"	"ENSG00000060709.14"	8536	RIMBP2
"822"	"ENSG00000060718.19"	8281	COL11A1
"823"	"ENSG00000060749.14"	10537	QSER1
"824"	"ENSG00000060762.18"	1546	MPC1
"825"	"ENSG00000060971.17"	7106	ACAA1
"826"	"ENSG00000060982.14"	11775	BCAT1
"827"	"ENSG00000061273.17"	9928	HDAC7
"828"	"ENSG00000061337.15"	5706	LZTS1
"829"	"ENSG00000061455.10"	9350	PRDM6
"830"	"ENSG00000061492.11"	2089	WNT8A
"831"	"ENSG00000061656.9"	2240	SPAG4
"832"	"ENSG00000061676.14"	22520	NCKAP1
"833"	"ENSG00000061794.12"	1979	MRPS35
"834"	"ENSG00000061918.12"	3724	GUCY1B3
"835"	"ENSG00000061936.9"	10157	SFSWAP
"836"	"ENSG00000061938.16"	11297	TNK2
"837"	"ENSG00000061987.14"	16014	MON2
"838"	"ENSG00000062038.13"	6236	CDH3
"839"	"ENSG00000062096.14"	2204	ARSF
"840"	"ENSG00000062194.15"	6472	GPBP1
"841"	"ENSG00000062282.14"	7905	DGAT2
"842"	"ENSG00000062370.16"	3848	ZNF112
"843"	"ENSG00000062485.18"	6402	CS
"844"	"ENSG00000062524.15"	3490	LTK
"845"	"ENSG00000062582.13"	2613	MRPS24
"846"	"ENSG00000062598.17"	6598	ELMO2
"847"	"ENSG00000062650.17"	7280	WAPL
"848"	"ENSG00000062716.11"	6916	c("VMP1", "MIR21")
"849"	"ENSG00000062725.9"	9876	APPBP2
"850"	"ENSG00000062822.12"	4858	POLD1
"851"	"ENSG00000063015.19"	5115	SEZ6
"852"	"ENSG00000063046.17"	6146	EIF4B
"853"	"ENSG00000063127.15"	3599	SLC6A16
"854"	"ENSG00000063169.10"	7507	GLTSCR1
"855"	"ENSG00000063176.15"	6009	SPHK2
"856"	"ENSG00000063177.12"	4209	RPL18
"857"	"ENSG00000063180.8"	2075	CA11
"858"	"ENSG00000063241.7"	4408	ISOC2
"859"	"ENSG00000063244.12"	4115	U2AF2
"860"	"ENSG00000063245.14"	17616	EPN1
"861"	"ENSG00000063322.13"	3835	MED29
"862"	"ENSG00000063438.16"	7678	AHRR
"863"	"ENSG00000063515.2"	1033	GSC2
"864"	"ENSG00000063587.13"	8139	c("ZNF275", "LOC105373378")
"865"	"ENSG00000063601.16"	6323	MTMR1
"866"	"ENSG00000063660.8"	6516	GPC1
"867"	"ENSG00000063761.15"	5317	ADCK1
"868"	"ENSG00000063854.12"	5975	HAGH
"869"	"ENSG00000063978.15"	7270	RNF4
"870"	"ENSG00000064012.21"	7243	CASP8
"871"	"ENSG00000064042.17"	10862	LIMCH1
"872"	"ENSG00000064102.14"	3345	ASUN
"873"	"ENSG00000064115.10"	3888	TM7SF3
"874"	"ENSG00000064195.7"	2715	DLX3
"875"	"ENSG00000064199.6"	5205	SPA17
"876"	"ENSG00000064201.15"	3793	TSPAN32
"877"	"ENSG00000064205.10"	4981	WISP2
"878"	"ENSG00000064218.4"	2387	DMRT3
"879"	"ENSG00000064225.12"	6288	ST3GAL6
"880"	"ENSG00000064270.12"	7352	ATP2C2
"881"	"ENSG00000064300.8"	4150	NGFR
"882"	"ENSG00000064309.14"	10600	CDON
"883"	"ENSG00000064313.11"	6547	TAF2
"884"	"ENSG00000064393.15"	15402	HIPK2
"885"	"ENSG00000064419.13"	4676	TNPO3
"886"	"ENSG00000064489.22"	1931	c("BORCS8-MEF2B", "BORCS8")
"887"	"ENSG00000064490.13"	2503	RFXANK
"888"	"ENSG00000064545.14"	3281	TMEM161A
"889"	"ENSG00000064547.13"	2980	LPAR2
"890"	"ENSG00000064601.16"	5856	CTSA
"891"	"ENSG00000064607.16"	8468	SUGP2
"892"	"ENSG00000064651.13"	10664	SLC12A2
"893"	"ENSG00000064652.10"	3550	SNX24
"894"	"ENSG00000064655.18"	3618	EYA2
"895"	"ENSG00000064666.14"	3645	CNN2
"896"	"ENSG00000064687.12"	8367	ABCA7
"897"	"ENSG00000064692.18"	7325	SNCAIP
"898"	"ENSG00000064703.11"	6019	DDX20
"899"	"ENSG00000064726.9"	4169	BTBD1
"900"	"ENSG00000064763.10"	5411	FAR2
"901"	"ENSG00000064787.13"	8186	BCAS1
"902"	"ENSG00000064835.10"	1569	POU1F1
"903"	"ENSG00000064886.13"	3295	CHI3L2
"904"	"ENSG00000064932.15"	6626	SBNO2
"905"	"ENSG00000064933.16"	5448	PMS1
"906"	"ENSG00000064961.18"	3857	HMG20B
"907"	"ENSG00000064989.12"	6144	CALCRL
"908"	"ENSG00000064995.16"	1580	TAF11
"909"	"ENSG00000064999.13"	6777	ANKS1A
"910"	"ENSG00000065000.15"	8601	AP3D1
"911"	"ENSG00000065029.14"	6789	ZNF76
"912"	"ENSG00000065054.13"	3550	SLC9A3R2
"913"	"ENSG00000065057.7"	2430	NTHL1
"914"	"ENSG00000065060.16"	9908	UHRF1BP1
"915"	"ENSG00000065135.9"	27174	c("GNAI3", "MIR197")
"916"	"ENSG00000065150.18"	9671	IPO5
"917"	"ENSG00000065154.11"	3388	OAT
"918"	"ENSG00000065183.15"	10275	WDR3
"919"	"ENSG00000065243.19"	6897	PKN2
"920"	"ENSG00000065268.10"	2357	WDR18
"921"	"ENSG00000065308.4"	6908	TRAM2
"922"	"ENSG00000065320.8"	6383	NTN1
"923"	"ENSG00000065325.12"	6052	GLP2R
"924"	"ENSG00000065328.16"	5454	MCM10
"925"	"ENSG00000065357.19"	10215	DGKA
"926"	"ENSG00000065361.14"	8658	ERBB3
"927"	"ENSG00000065371.17"	4518	ROPN1
"928"	"ENSG00000065413.17"	9189	ANKRD44
"929"	"ENSG00000065427.14"	4065	KARS
"930"	"ENSG00000065457.10"	4486	ADAT1
"931"	"ENSG00000065485.18"	4030	c("PDIA5", "MIR7110")
"932"	"ENSG00000065491.8"	3462	TBC1D22B
"933"	"ENSG00000065518.7"	1889	NDUFB4
"934"	"ENSG00000065526.10"	13294	SPEN
"935"	"ENSG00000065534.18"	22167	MYLK
"936"	"ENSG00000065548.17"	3125	ZC3H15
"937"	"ENSG00000065559.14"	5714	MAP2K4
"938"	"ENSG00000065600.12"	2914	TMEM206
"939"	"ENSG00000065609.14"	6651	SNAP91
"940"	"ENSG00000065613.13"	7974	SLK
"941"	"ENSG00000065615.13"	9635	CYB5R4
"942"	"ENSG00000065618.17"	6508	c("COL17A1", "MIR936")
"943"	"ENSG00000065621.14"	9921	GSTO2
"944"	"ENSG00000065665.20"	3916	SEC61A2
"945"	"ENSG00000065675.14"	3295	PRKCQ
"946"	"ENSG00000065717.14"	4038	TLE2
"947"	"ENSG00000065802.11"	7410	ASB1
"948"	"ENSG00000065809.13"	7019	FAM107B
"949"	"ENSG00000065833.8"	3371	ME1
"950"	"ENSG00000065882.15"	9032	TBC1D1
"951"	"ENSG00000065883.14"	8921	CDK13
"952"	"ENSG00000065911.11"	4870	MTHFD2
"953"	"ENSG00000065923.9"	10033	SLC9A7
"954"	"ENSG00000065970.8"	6296	FOXJ2
"955"	"ENSG00000065978.18"	1930	YBX1
"956"	"ENSG00000065989.15"	6646	PDE4A
"957"	"ENSG00000066027.11"	3825	PPP2R5A
"958"	"ENSG00000066032.18"	7535	CTNNA2
"959"	"ENSG00000066044.14"	6956	ELAVL1
"960"	"ENSG00000066056.13"	6694	TIE1
"961"	"ENSG00000066084.12"	10361	DIP2B
"962"	"ENSG00000066117.14"	5136	SMARCD1
"963"	"ENSG00000066135.12"	5172	KDM4A
"964"	"ENSG00000066136.20"	5990	NFYC
"965"	"ENSG00000066185.12"	2195	ZMYND12
"966"	"ENSG00000066230.10"	2783	SLC9A3
"967"	"ENSG00000066248.14"	4678	NGEF
"968"	"ENSG00000066279.16"	10938	ASPM
"969"	"ENSG00000066294.14"	9255	CD84
"970"	"ENSG00000066322.13"	2507	c("ELOVL1", "MIR6734")
"971"	"ENSG00000066336.11"	2069	SPI1
"972"	"ENSG00000066379.14"	3672	ZNRD1
"973"	"ENSG00000066382.16"	8197	MPPED2
"974"	"ENSG00000066405.12"	3880	CLDN18
"975"	"ENSG00000066422.4"	7416	ZBTB11
"976"	"ENSG00000066427.21"	28202	ATXN3
"977"	"ENSG00000066455.12"	3295	GOLGA5
"978"	"ENSG00000066468.21"	7486	FGFR2
"979"	"ENSG00000066557.5"	2884	LRRC40
"980"	"ENSG00000066583.11"	1940	ISOC1
"981"	"ENSG00000066629.16"	8899	EML1
"982"	"ENSG00000066651.17"	2690	TRMT11
"983"	"ENSG00000066654.13"	6501	THUMPD1
"984"	"ENSG00000066697.14"	3253	MSANTD3
"985"	"ENSG00000066735.14"	6756	KIF26A
"986"	"ENSG00000066739.11"	14778	ATG2B
"987"	"ENSG00000066777.8"	10964	ARFGEF1
"988"	"ENSG00000066813.14"	8158	ACSM2B
"989"	"ENSG00000066827.15"	8900	ZFAT
"990"	"ENSG00000066855.15"	4629	MTFR1
"991"	"ENSG00000066923.17"	8583	STAG3
"992"	"ENSG00000066926.10"	4473	FECH
"993"	"ENSG00000066933.15"	20253	MYO9A
"994"	"ENSG00000067048.16"	5738	DDX3Y
"995"	"ENSG00000067057.16"	4836	PFKP
"996"	"ENSG00000067064.10"	3589	IDI1
"997"	"ENSG00000067066.16"	12618	SP100
"998"	"ENSG00000067082.14"	6139	KLF6
"999"	"ENSG00000067113.16"	2016	PLPP1
"1000"	"ENSG00000067141.16"	8117	NEO1
"1001"	"ENSG00000067167.7"	3878	TRAM1
"1002"	"ENSG00000067177.14"	6350	PHKA1
"1003"	"ENSG00000067182.7"	4005	TNFRSF1A
"1004"	"ENSG00000067191.15"	7094	CACNB1
"1005"	"ENSG00000067208.14"	8276	EVI5
"1006"	"ENSG00000067221.13"	10461	STOML1
"1007"	"ENSG00000067225.17"	8571	PKM
"1008"	"ENSG00000067248.9"	4734	DHX29
"1009"	"ENSG00000067334.13"	7519	DNTTIP2
"1010"	"ENSG00000067365.14"	8254	METTL22
"1011"	"ENSG00000067369.13"	12991	TP53BP1
"1012"	"ENSG00000067445.20"	6716	TRO
"1013"	"ENSG00000067533.5"	7883	RRP15
"1014"	"ENSG00000067560.10"	2582	RHOA
"1015"	"ENSG00000067596.10"	9302	DHX8
"1016"	"ENSG00000067601.7"	1060	NA
"1017"	"ENSG00000067606.16"	7636	PRKCZ
"1018"	"ENSG00000067646.11"	5527	ZFY
"1019"	"ENSG00000067704.9"	4165	IARS2
"1020"	"ENSG00000067715.13"	6494	SYT1
"1021"	"ENSG00000067798.14"	12135	NAV3
"1022"	"ENSG00000067829.18"	2717	IDH3G
"1023"	"ENSG00000067836.12"	3683	ROGDI
"1024"	"ENSG00000067840.12"	4341	PDZD4
"1025"	"ENSG00000067842.17"	7534	ATP2B3
"1026"	"ENSG00000067900.7"	11113	ROCK1
"1027"	"ENSG00000067955.13"	4129	CBFB
"1028"	"ENSG00000067992.12"	2695	PDK3
"1029"	"ENSG00000068001.13"	4545	HYAL2
"1030"	"ENSG00000068024.16"	13368	HDAC4
"1031"	"ENSG00000068028.17"	3683	RASSF1
"1032"	"ENSG00000068078.17"	4834	FGFR3
"1033"	"ENSG00000068079.7"	1973	IFI35
"1034"	"ENSG00000068097.14"	4868	HEATR6
"1035"	"ENSG00000068120.14"	4032	COASY
"1036"	"ENSG00000068137.14"	4803	PLEKHH3
"1037"	"ENSG00000068305.17"	6925	MEF2A
"1038"	"ENSG00000068308.13"	3592	OTUD5
"1039"	"ENSG00000068323.16"	4283	TFE3
"1040"	"ENSG00000068354.15"	4223	TBC1D25
"1041"	"ENSG00000068366.19"	6415	ACSL4
"1042"	"ENSG00000068383.18"	3706	INPP5A
"1043"	"ENSG00000068394.10"	1742	GPKOW
"1044"	"ENSG00000068400.13"	6841	GRIPAP1
"1045"	"ENSG00000068438.14"	2872	FTSJ1
"1046"	"ENSG00000068489.12"	4080	PRR11
"1047"	"ENSG00000068615.17"	5380	REEP1
"1048"	"ENSG00000068650.18"	13733	ATP11A
"1049"	"ENSG00000068654.15"	13519	POLR1A
"1050"	"ENSG00000068697.6"	1946	LAPTM4A
"1051"	"ENSG00000068724.15"	6949	TTC7A
"1052"	"ENSG00000068745.14"	5624	IP6K2
"1053"	"ENSG00000068781.21"	4294	STON1-GTF2A1L
"1054"	"ENSG00000068784.12"	5045	SRBD1
"1055"	"ENSG00000068796.16"	4774	KIF2A
"1056"	"ENSG00000068831.18"	6084	RASGRP2
"1057"	"ENSG00000068878.14"	10241	PSME4
"1058"	"ENSG00000068885.14"	7175	IFT80
"1059"	"ENSG00000068903.19"	6224	SIRT2
"1060"	"ENSG00000068912.13"	2592	ERLEC1
"1061"	"ENSG00000068971.13"	3376	PPP2R5B
"1062"	"ENSG00000068976.13"	4981	PYGM
"1063"	"ENSG00000068985.4"	665	PAGE1
"1064"	"ENSG00000069011.15"	3511	PITX1
"1065"	"ENSG00000069018.17"	3185	TRPC7
